ID,NOME,ESPECIE,IDADE,PESO,CADASTRO_ATIVO,PROCEDIMENTOS
3343,Yoda,Calopsita,2,31.62,False,Hemograma
3344,Frodo,Peixe-dourado,11,4.24,True,Curativo_ferida;Consulta_rotina
3345,Thor,Calopsita,6,20.83,False,Limpeza_tártaro
3346,Alice,Porquinho-da-india,9,20.01,False,Consulta_rotina;Vacinação;Castração
3347,Yoda,Coelho,5,6.53,False,Ultrassonografia;Vacinação;Consulta_rotina
3348,Joaquim,Tartaruga,10,5.6,True,Hemograma;Ultrassonografia
3349,Yoda,Tartaruga,5,12.38,True,Limpeza_tártaro;Castração
3350,Joaquim,Coelho,1,19.34,False,Castração
3351,Arya,Cachorro,9,37.63,True,Limpeza_tártaro
3352,Pipoca,Porquinho-da-india,12,32.75,True,Limpeza_tártaro;Castração
3353,Sushi,Tartaruga,8,25.01,False,Hemograma
3354,Café,Peixe-dourado,7,7.1,True,Ultrassonografia
3355,Vicente,Hamster,5,2.32,False,Consulta_rotina;Ultrassonografia
3356,Sherlock,Tartaruga,15,26.18,False,Hemograma;Consulta_rotina
3357,Paçoca,Tartaruga,4,25.58,False,Limpeza_tártaro
3358,Loki,Calopsita,5,32.81,True,Hemograma;Consulta_rotina
3359,Bento,Gato,4,7.89,False,Limpeza_tártaro;Castração
3360,Sherlock,Hamster,5,28.38,True,Ultrassonografia;Castração;Curativo_ferida
3361,Loki,Gato,4,4.63,False,Hemograma
3362,Paçoca,Cachorro,5,9.53,False,Curativo_ferida;Ultrassonografia;Vacinação
3363,Sherlock,Peixe-dourado,6,27.21,True,Hemograma;Consulta_rotina
3364,Bento,Porquinho-da-india,8,8.13,True,Ultrassonografia;Hemograma
3365,Alecrim,Calopsita,3,14.28,True,Consulta_rotina
3366,Alice,Porquinho-da-india,6,17.26,True,Limpeza_tártaro
3367,Paçoca,Coelho,11,14.85,True,Ultrassonografia
3368,Stitch,Gato,4,15.39,True,Limpeza_tártaro;Castração;Ultrassonografia
3369,Tequila,Hamster,12,3.84,True,Limpeza_tártaro;Ultrassonografia
3370,Alice,Porquinho-da-india,11,1.95,False,Limpeza_tártaro;Castração
3371,Tequila,Calopsita,10,4.62,False,Curativo_ferida
3372,Vicente,Calopsita,2,31.24,True,Curativo_ferida;Limpeza_tártaro
3373,Simba,Calopsita,4,35.85,False,Curativo_ferida;Hemograma;Consulta_rotina
3374,Mel,Gato,9,14.89,False,Limpeza_tártaro;Hemograma
3375,Gaia,Peixe-dourado,11,17.38,False,Castração
3376,Frodo,Porquinho-da-india,4,22.22,True,Vacinação;Curativo_ferida
3377,Mel,Calopsita,1,7.11,False,Curativo_ferida;Castração
3378,Vicente,Gato,10,8.84,True,Hemograma;Limpeza_tártaro;Vacinação
3379,Joaquim,Coelho,6,18.25,True,Ultrassonografia;Hemograma
3380,Tequila,Porquinho-da-india,8,33.12,False,Vacinação
3381,Luna,Gato,12,9.97,False,Castração;Curativo_ferida
3382,Café,Peixe-dourado,11,27.86,False,Limpeza_tártaro;Vacinação;Consulta_rotina
3383,Yoda,Calopsita,3,24.93,True,Limpeza_tártaro;Ultrassonografia
3384,Zeca,Peixe-dourado,1,15.09,True,Castração
3385,Luna,Peixe-dourado,3,26.18,True,Consulta_rotina
3386,Clara,Porquinho-da-india,1,15.57,False,Hemograma;Castração;Vacinação
3387,Arthur,Porquinho-da-india,7,8.07,True,Castração;Consulta_rotina;Vacinação
3388,Cecília,Gato,10,35.86,False,Consulta_rotina
3389,Jujuba,Hamster,3,10.76,False,Hemograma
3390,Arya,Cachorro,13,35.72,True,Curativo_ferida;Limpeza_tártaro
3391,Joaquim,Coelho,3,11.32,False,Vacinação
3392,Nina,Tartaruga,3,11.44,False,Limpeza_tártaro
3393,Yoda,Porquinho-da-india,2,25.99,False,Castração;Hemograma;Curativo_ferida
3394,Otto,Tartaruga,14,26.04,False,Vacinação;Curativo_ferida
3395,Zeca,Coelho,11,18.74,True,Hemograma;Ultrassonografia
3396,Simba,Porquinho-da-india,10,2.99,False,Consulta_rotina;Curativo_ferida;Limpeza_tártaro
3397,Arya,Cachorro,9,36.94,False,Hemograma
3398,Jade,Porquinho-da-india,1,25.64,True,Vacinação;Consulta_rotina
3399,Stitch,Coelho,11,30.17,True,Limpeza_tártaro
3400,Stitch,Calopsita,14,12.28,True,Castração
3401,Café,Cachorro,1,36.73,True,Castração;Consulta_rotina
3402,Arthur,Hamster,12,25.63,True,Ultrassonografia;Limpeza_tártaro;Curativo_ferida
3403,Sherlock,Cachorro,14,26.85,True,Ultrassonografia
3404,Gaia,Calopsita,11,15.73,True,Vacinação
3405,Yoda,Peixe-dourado,10,27.7,False,Hemograma;Castração;Limpeza_tártaro
3406,Alice,Peixe-dourado,4,11.34,True,Hemograma;Limpeza_tártaro
3407,Sherlock,Coelho,4,7.39,True,Hemograma;Ultrassonografia
3408,Arya,Cachorro,3,37.16,False,Ultrassonografia;Curativo_ferida;Consulta_rotina
3409,Koda,Porquinho-da-india,8,5.07,False,Hemograma;Limpeza_tártaro;Ultrassonografia
3410,Lola,Peixe-dourado,4,0.92,True,Ultrassonografia;Hemograma;Castração
3411,Alice,Tartaruga,15,2.39,False,Vacinação
3412,Frodo,Peixe-dourado,12,11.02,False,Vacinação;Castração;Consulta_rotina
3413,Alecrim,Peixe-dourado,12,14.07,True,Consulta_rotina;Castração;Hemograma
3414,Jujuba,Cachorro,1,16.54,False,Hemograma
3415,Tequila,Cachorro,2,27.3,True,Castração
3416,Zeca,Gato,10,26.2,True,Hemograma
3417,Jade,Hamster,14,34.52,True,Castração;Limpeza_tártaro;Curativo_ferida
3418,Cecília,Hamster,6,30.55,False,Consulta_rotina;Limpeza_tártaro
3419,Yoda,Cachorro,6,2.07,True,Vacinação
3420,Paçoca,Porquinho-da-india,10,24.73,True,Limpeza_tártaro;Consulta_rotina;Curativo_ferida
3421,Thor,Hamster,11,23.8,False,Curativo_ferida;Hemograma;Vacinação
3422,Arya,Peixe-dourado,11,2.76,True,Vacinação
3423,Sherlock,Cachorro,3,15.22,True,Castração
3424,Arya,Coelho,14,36.33,True,Vacinação;Curativo_ferida
3425,Stitch,Hamster,7,26.65,True,Hemograma;Ultrassonografia
3426,Otto,Tartaruga,15,9.91,False,Vacinação
3427,Simba,Gato,2,39.5,True,Ultrassonografia
3428,Café,Coelho,6,31.78,True,Ultrassonografia
3429,Theo,Cachorro,12,4.55,False,Castração
3430,Pudim,Cachorro,2,29.24,True,Castração;Ultrassonografia;Consulta_rotina
3431,Pipoca,Hamster,10,4.1,False,Limpeza_tártaro;Vacinação
3432,Alecrim,Porquinho-da-india,8,2.64,True,Curativo_ferida
3433,Mel,Peixe-dourado,14,32.92,False,Curativo_ferida
3434,Bento,Hamster,4,2.91,False,Ultrassonografia
3435,Jade,Calopsita,14,23.86,True,Vacinação;Castração;Curativo_ferida
3436,Gaia,Calopsita,15,28.89,True,Limpeza_tártaro
3437,Arthur,Calopsita,12,16.24,False,Vacinação;Castração;Consulta_rotina
3438,Zeca,Tartaruga,15,34.03,True,Curativo_ferida;Vacinação;Castração
3439,Thor,Gato,2,2.39,True,Consulta_rotina
3440,Luna,Calopsita,6,5.29,False,Hemograma;Ultrassonografia;Vacinação
3441,Cecília,Calopsita,11,0.91,False,Curativo_ferida;Consulta_rotina
3442,Cookie,Gato,2,22.09,True,Ultrassonografia
3443,Clara,Peixe-dourado,6,23.92,True,Limpeza_tártaro;Vacinação
3444,Theo,Coelho,8,7.01,True,Curativo_ferida;Hemograma;Castração
3445,Jujuba,Hamster,7,22.46,False,Hemograma;Curativo_ferida
3446,Otto,Hamster,13,37.51,True,Curativo_ferida;Consulta_rotina;Castração
3447,Thor,Cachorro,14,2.9,False,Ultrassonografia
3448,Pudim,Gato,9,33.53,True,Vacinação;Castração;Limpeza_tártaro
3449,Tequila,Hamster,7,9.6,True,Ultrassonografia;Curativo_ferida;Hemograma
3450,Vicente,Gato,4,3.59,False,Curativo_ferida;Castração;Consulta_rotina
3451,Arya,Porquinho-da-india,9,19.21,False,Ultrassonografia
3452,Alice,Calopsita,14,24.43,True,Consulta_rotina;Castração
3453,Lola,Peixe-dourado,4,9.18,False,Consulta_rotina
3454,Vicente,Peixe-dourado,6,18.48,True,Ultrassonografia
3455,Thor,Hamster,10,26.34,True,Castração;Vacinação
3456,Luna,Tartaruga,6,5.47,False,Castração;Limpeza_tártaro;Vacinação
3457,Cacau,Porquinho-da-india,10,18.65,True,Hemograma;Limpeza_tártaro
3458,Lola,Porquinho-da-india,15,37.76,False,Limpeza_tártaro;Curativo_ferida;Ultrassonografia
3459,Arthur,Peixe-dourado,14,0.71,True,Curativo_ferida
3460,Bento,Gato,8,35.38,False,Castração;Consulta_rotina
3461,Frodo,Calopsita,11,20.13,False,Consulta_rotina;Castração
3462,Thor,Calopsita,13,1.52,False,Consulta_rotina;Hemograma
3463,Clara,Tartaruga,13,37.79,False,Ultrassonografia;Hemograma
3464,Bento,Cachorro,12,11.7,False,Ultrassonografia;Vacinação
3465,Cecília,Hamster,4,20.12,False,Limpeza_tártaro;Curativo_ferida;Consulta_rotina
3466,Sherlock,Coelho,5,33.32,True,Limpeza_tártaro;Vacinação;Curativo_ferida
3467,Thor,Hamster,12,27.84,True,Castração
3468,Simba,Cachorro,4,24.73,False,Hemograma;Consulta_rotina;Curativo_ferida
3469,Sushi,Cachorro,7,28.5,False,Vacinação;Limpeza_tártaro;Hemograma
3470,Mel,Gato,9,36.49,False,Vacinação
3471,Sherlock,Tartaruga,2,13.37,True,Hemograma;Vacinação
3472,Flora,Peixe-dourado,4,38.7,True,Curativo_ferida;Castração
3473,Clara,Tartaruga,12,9.34,True,Consulta_rotina;Vacinação;Ultrassonografia
3474,Arthur,Gato,13,17.03,False,Castração;Vacinação;Hemograma
3475,Flora,Cachorro,5,23.2,False,Castração;Hemograma
3476,Jujuba,Porquinho-da-india,1,33.3,False,Limpeza_tártaro;Ultrassonografia;Hemograma
3477,Vicente,Peixe-dourado,2,32.8,True,Limpeza_tártaro
3478,Café,Porquinho-da-india,8,15.51,False,Vacinação;Consulta_rotina
3479,Stitch,Porquinho-da-india,13,18.26,False,Ultrassonografia;Curativo_ferida
3480,Luna,Gato,12,35.98,True,Vacinação;Ultrassonografia
3481,Nala,Peixe-dourado,3,33.86,False,Consulta_rotina;Vacinação;Ultrassonografia
3482,Sherlock,Cachorro,4,4.8,True,Limpeza_tártaro;Vacinação
3483,Jade,Calopsita,7,10.32,True,Vacinação;Hemograma
3484,Theo,Peixe-dourado,11,35.96,True,Limpeza_tártaro
3485,Arya,Calopsita,12,22.32,True,Curativo_ferida;Consulta_rotina
3486,Paçoca,Cachorro,10,14.18,True,Vacinação;Hemograma;Castração
3487,Cacau,Coelho,7,26.25,True,Hemograma
3488,Yoda,Porquinho-da-india,5,19.18,True,Vacinação;Castração;Limpeza_tártaro
3489,Paçoca,Hamster,12,35.17,True,Limpeza_tártaro;Consulta_rotina
3490,Koda,Peixe-dourado,6,13.97,False,Ultrassonografia;Consulta_rotina;Vacinação
3491,Clara,Cachorro,4,25.57,True,Hemograma;Ultrassonografia;Vacinação
3492,Sushi,Cachorro,1,23.54,True,Ultrassonografia;Hemograma
3493,Sushi,Coelho,9,16.94,True,Curativo_ferida;Ultrassonografia
3494,Cecília,Hamster,3,15.04,True,Curativo_ferida
3495,Alecrim,Tartaruga,2,36.64,True,Ultrassonografia;Consulta_rotina;Limpeza_tártaro
3496,Tequila,Tartaruga,9,5.66,False,Ultrassonografia
3497,Simba,Gato,3,1.71,True,Limpeza_tártaro;Consulta_rotina;Ultrassonografia
3498,Cecília,Hamster,6,24.42,False,Castração
3499,Clara,Porquinho-da-india,15,26.02,False,Curativo_ferida;Limpeza_tártaro;Consulta_rotina
3500,Alecrim,Calopsita,2,20.9,False,Castração;Curativo_ferida;Hemograma
3501,Sushi,Coelho,9,0.92,False,Vacinação;Castração;Curativo_ferida
3502,Theo,Tartaruga,2,35.6,False,Vacinação;Hemograma;Consulta_rotina
3503,Otto,Cachorro,9,18.39,False,Limpeza_tártaro;Castração
3504,Clara,Coelho,8,2.67,False,Hemograma;Limpeza_tártaro;Curativo_ferida
3505,Amora,Cachorro,10,3.45,True,Castração;Limpeza_tártaro;Curativo_ferida
3506,Alecrim,Gato,14,8.72,True,Curativo_ferida;Hemograma
3507,Joaquim,Tartaruga,1,9.28,True,Ultrassonografia
3508,Café,Coelho,4,6.62,False,Consulta_rotina;Vacinação;Castração
3509,Thor,Calopsita,8,37.06,False,Vacinação
3510,Sushi,Porquinho-da-india,15,26.68,False,Limpeza_tártaro;Consulta_rotina
3511,Otto,Calopsita,5,19.76,False,Limpeza_tártaro
3512,Simba,Peixe-dourado,6,16.41,False,Consulta_rotina;Vacinação;Curativo_ferida
3513,Alice,Gato,15,14.77,True,Consulta_rotina
3514,Arthur,Peixe-dourado,5,3.33,False,Consulta_rotina;Castração;Hemograma
3515,Zeca,Gato,1,39.7,True,Hemograma;Castração;Ultrassonografia
3516,Simba,Gato,15,22.75,False,Ultrassonografia;Hemograma;Vacinação
3517,Otto,Porquinho-da-india,2,10.97,False,Hemograma
3518,Gaia,Porquinho-da-india,3,16.36,False,Limpeza_tártaro;Ultrassonografia;Consulta_rotina
3519,Lola,Gato,1,30.69,True,Limpeza_tártaro;Vacinação;Hemograma
3520,Zeca,Cachorro,5,20.31,True,Ultrassonografia;Limpeza_tártaro
3521,Arya,Gato,10,1.18,True,Vacinação;Hemograma
3522,Loki,Hamster,7,27.71,True,Vacinação
3523,Alecrim,Cachorro,15,33.47,False,Hemograma;Ultrassonografia;Vacinação
3524,Koda,Porquinho-da-india,1,27.65,False,Hemograma;Vacinação;Consulta_rotina
3525,Thor,Tartaruga,12,0.92,True,Limpeza_tártaro;Vacinação
3526,Nala,Coelho,5,35.9,False,Hemograma;Consulta_rotina
3527,Simba,Coelho,14,12.93,False,Curativo_ferida;Castração;Consulta_rotina
3528,Jujuba,Calopsita,2,30.75,False,Ultrassonografia
3529,Clara,Peixe-dourado,1,8.35,True,Hemograma
3530,Gaia,Hamster,8,36.86,True,Hemograma
3531,Alecrim,Hamster,11,28.87,True,Hemograma
3532,Paçoca,Cachorro,13,23.92,True,Ultrassonografia;Hemograma
3533,Paçoca,Porquinho-da-india,14,21.45,False,Consulta_rotina;Curativo_ferida;Hemograma
3534,Alice,Gato,5,34.25,False,Ultrassonografia;Hemograma
3535,Zelda,Tartaruga,1,22.26,False,Castração
3536,Simba,Peixe-dourado,11,11.47,True,Limpeza_tártaro;Curativo_ferida;Castração
3537,Zeca,Cachorro,4,5.33,False,Vacinação
3538,Alecrim,Porquinho-da-india,5,15.94,False,Curativo_ferida
3539,Simba,Cachorro,11,38.01,False,Limpeza_tártaro
3540,Simba,Coelho,9,29.81,True,Castração;Curativo_ferida;Vacinação
3541,Alice,Hamster,6,27.91,True,Ultrassonografia;Curativo_ferida;Limpeza_tártaro
3542,Pudim,Porquinho-da-india,11,23.7,False,Ultrassonografia;Limpeza_tártaro;Consulta_rotina
3543,Mel,Calopsita,4,14.21,True,Hemograma;Consulta_rotina;Ultrassonografia
3544,Cacau,Porquinho-da-india,8,29.15,True,Vacinação;Castração
3545,Zelda,Hamster,1,25.48,False,Curativo_ferida;Consulta_rotina
3546,Otto,Cachorro,12,38.95,True,Curativo_ferida;Consulta_rotina;Ultrassonografia
3547,Mel,Calopsita,7,36.43,False,Limpeza_tártaro;Vacinação;Castração
3548,Cecília,Hamster,14,24.72,False,Curativo_ferida
3549,Tequila,Calopsita,4,34.39,True,Limpeza_tártaro;Hemograma
3550,Zeca,Peixe-dourado,9,15.86,False,Limpeza_tártaro;Curativo_ferida
3551,Jade,Coelho,5,33.96,True,Hemograma
3552,Jujuba,Calopsita,7,10.9,False,Ultrassonografia;Consulta_rotina
3553,Simba,Cachorro,7,9.83,True,Hemograma;Curativo_ferida
3554,Cacau,Peixe-dourado,7,6.31,True,Ultrassonografia;Curativo_ferida
3555,Koda,Hamster,1,2.62,False,Consulta_rotina;Limpeza_tártaro;Vacinação
3556,Café,Peixe-dourado,4,20.86,True,Limpeza_tártaro
3557,Yoda,Gato,8,38.8,False,Curativo_ferida;Castração
3558,Luna,Coelho,8,33.48,False,Curativo_ferida;Ultrassonografia
3559,Vicente,Tartaruga,12,31.24,False,Vacinação;Ultrassonografia;Castração
3560,Sushi,Calopsita,2,6.46,False,Ultrassonografia;Vacinação
3561,Mel,Peixe-dourado,14,27.9,True,Hemograma
3562,Jujuba,Cachorro,6,3.07,False,Ultrassonografia;Limpeza_tártaro
3563,Simba,Calopsita,8,21.25,False,Curativo_ferida;Castração
3564,Simba,Hamster,8,13.35,True,Limpeza_tártaro;Hemograma;Ultrassonografia
3565,Zelda,Calopsita,15,10.91,True,Vacinação;Curativo_ferida;Hemograma
3566,Koda,Tartaruga,13,37.2,False,Ultrassonografia;Vacinação;Hemograma
3567,Zeca,Peixe-dourado,4,39.81,False,Consulta_rotina
3568,Jade,Gato,10,33.7,True,Castração;Hemograma
3569,Cecília,Peixe-dourado,12,18.5,True,Hemograma;Limpeza_tártaro
3570,Arya,Peixe-dourado,8,3.27,True,Curativo_ferida;Ultrassonografia
3571,Thor,Hamster,3,28.14,False,Castração;Consulta_rotina;Hemograma
3572,Jade,Tartaruga,1,3.56,False,Hemograma;Ultrassonografia;Curativo_ferida
3573,Pudim,Porquinho-da-india,7,9.75,True,Castração;Curativo_ferida;Consulta_rotina
3574,Simba,Tartaruga,15,1.4,False,Vacinação;Castração;Curativo_ferida
3575,Jujuba,Hamster,1,24.72,True,Castração;Hemograma;Ultrassonografia
3576,Arthur,Gato,15,10.31,False,Ultrassonografia;Hemograma
3577,Arya,Porquinho-da-india,12,23.12,True,Consulta_rotina;Hemograma;Limpeza_tártaro
3578,Theo,Tartaruga,9,22.72,True,Castração;Vacinação
3579,Zelda,Porquinho-da-india,1,30.8,True,Vacinação;Curativo_ferida
3580,Nina,Gato,10,33.14,True,Consulta_rotina;Vacinação;Limpeza_tártaro
3581,Jujuba,Porquinho-da-india,10,35.58,True,Vacinação;Hemograma
3582,Cookie,Gato,8,14.03,True,Limpeza_tártaro;Castração
3583,Arthur,Gato,8,20.48,False,Curativo_ferida;Castração
3584,Stitch,Porquinho-da-india,1,10.67,True,Castração;Hemograma;Limpeza_tártaro
3585,Mel,Gato,11,9.88,False,Vacinação;Consulta_rotina
3586,Amora,Hamster,6,11.6,True,Hemograma;Limpeza_tártaro;Castração
3587,Luna,Gato,6,15.51,True,Castração;Consulta_rotina
3588,Clara,Coelho,11,16.13,False,Consulta_rotina;Limpeza_tártaro;Vacinação
3589,Mel,Cachorro,14,2.68,True,Hemograma;Ultrassonografia
3590,Cacau,Gato,15,24.08,False,Consulta_rotina;Limpeza_tártaro;Curativo_ferida
3591,Sherlock,Peixe-dourado,11,9.54,True,Castração;Limpeza_tártaro
3592,Arya,Tartaruga,2,11.69,True,Ultrassonografia;Limpeza_tártaro
3593,Clara,Hamster,3,2.99,True,Ultrassonografia;Castração
3594,Nala,Cachorro,1,13.92,False,Ultrassonografia
3595,Zelda,Porquinho-da-india,3,21.3,True,Hemograma;Curativo_ferida
3596,Jujuba,Coelho,14,2.34,False,Curativo_ferida
3597,Otto,Gato,9,30.57,True,Vacinação;Hemograma
3598,Flora,Cachorro,10,1.15,False,Consulta_rotina
3599,Jujuba,Tartaruga,6,37.2,True,Consulta_rotina;Castração;Curativo_ferida
3600,Yoda,Porquinho-da-india,2,11.59,False,Curativo_ferida;Consulta_rotina;Hemograma
3601,Cecília,Coelho,1,38.34,False,Consulta_rotina;Ultrassonografia
3602,Cookie,Calopsita,11,36.47,True,Curativo_ferida;Ultrassonografia;Consulta_rotina
3603,Amora,Calopsita,7,19.84,False,Ultrassonografia;Castração
3604,Bento,Cachorro,3,1.5,True,Limpeza_tártaro
3605,Vicente,Cachorro,7,1.95,True,Vacinação;Ultrassonografia;Curativo_ferida
3606,Paçoca,Calopsita,8,3.9,True,Castração;Consulta_rotina;Vacinação
3607,Joaquim,Hamster,13,10.08,False,Hemograma;Limpeza_tártaro;Vacinação
3608,Bento,Hamster,4,22.6,True,Vacinação;Hemograma;Consulta_rotina
3609,Joaquim,Tartaruga,2,16.81,True,Ultrassonografia
3610,Alice,Hamster,12,15.72,True,Consulta_rotina;Hemograma;Castração
3611,Pipoca,Coelho,6,5.67,False,Ultrassonografia
3612,Loki,Tartaruga,1,8.95,False,Ultrassonografia;Limpeza_tártaro
3613,Tequila,Hamster,15,12.56,True,Ultrassonografia;Castração
3614,Alice,Peixe-dourado,15,1.73,True,Curativo_ferida;Vacinação;Hemograma
3615,Thor,Tartaruga,13,35.41,False,Curativo_ferida;Limpeza_tártaro
3616,Theo,Calopsita,1,14.63,False,Curativo_ferida;Hemograma
3617,Bento,Porquinho-da-india,13,22.81,False,Curativo_ferida;Ultrassonografia;Limpeza_tártaro
3618,Jade,Peixe-dourado,9,22.84,True,Hemograma
3619,Sherlock,Coelho,12,38.38,True,Castração
3620,Jade,Coelho,12,32.64,True,Consulta_rotina;Vacinação
3621,Bento,Cachorro,12,26.84,True,Hemograma;Curativo_ferida
3622,Jujuba,Peixe-dourado,9,19.75,False,Hemograma
3623,Sherlock,Calopsita,11,36.07,True,Limpeza_tártaro
3624,Theo,Calopsita,10,39.41,True,Castração;Vacinação;Hemograma
3625,Bento,Hamster,11,22.7,False,Limpeza_tártaro
3626,Frodo,Calopsita,12,23.63,False,Limpeza_tártaro;Curativo_ferida;Ultrassonografia
3627,Pudim,Gato,13,37.1,True,Limpeza_tártaro;Vacinação
3628,Nala,Coelho,10,7.12,True,Consulta_rotina
3629,Cacau,Gato,2,31.3,True,Limpeza_tártaro;Consulta_rotina;Curativo_ferida
3630,Amora,Tartaruga,15,37.92,True,Consulta_rotina
3631,Thor,Cachorro,7,17.17,True,Vacinação;Consulta_rotina
3632,Clara,Cachorro,14,38.68,False,Limpeza_tártaro;Hemograma;Curativo_ferida
3633,Bento,Tartaruga,7,14.01,False,Limpeza_tártaro
3634,Amora,Gato,2,17.58,False,Vacinação;Ultrassonografia
3635,Vicente,Gato,15,22.99,False,Hemograma;Castração
3636,Bento,Coelho,9,30.58,False,Limpeza_tártaro;Vacinação;Ultrassonografia
3637,Tequila,Tartaruga,1,5.75,True,Hemograma;Curativo_ferida;Consulta_rotina
3638,Vicente,Hamster,6,33.85,False,Consulta_rotina;Castração
3639,Gaia,Cachorro,8,34.15,False,Ultrassonografia;Limpeza_tártaro
3640,Arya,Tartaruga,8,21.98,True,Limpeza_tártaro;Hemograma;Vacinação
3641,Sushi,Porquinho-da-india,15,21.11,True,Vacinação;Hemograma
3642,Amora,Peixe-dourado,2,2.79,False,Hemograma;Castração
3643,Joaquim,Calopsita,8,27.23,False,Castração;Hemograma;Ultrassonografia
3644,Tequila,Calopsita,9,16.15,True,Limpeza_tártaro
3645,Zeca,Hamster,1,4.77,False,Castração
3646,Amora,Calopsita,1,23.21,True,Curativo_ferida
3647,Zeca,Porquinho-da-india,9,8.61,True,Curativo_ferida
3648,Simba,Cachorro,14,9.33,False,Limpeza_tártaro;Ultrassonografia;Consulta_rotina
3649,Stitch,Cachorro,3,29.5,True,Consulta_rotina;Hemograma
3650,Alecrim,Tartaruga,14,24.47,True,Vacinação
3651,Flora,Coelho,8,30.28,True,Consulta_rotina
3652,Joaquim,Cachorro,7,23.99,False,Curativo_ferida;Limpeza_tártaro
3653,Sushi,Porquinho-da-india,8,31.8,True,Curativo_ferida
3654,Clara,Peixe-dourado,4,8.15,True,Consulta_rotina;Ultrassonografia
3655,Stitch,Porquinho-da-india,11,17.24,False,Vacinação;Limpeza_tártaro;Consulta_rotina
3656,Thor,Hamster,6,31.68,True,Consulta_rotina;Limpeza_tártaro;Curativo_ferida
3657,Cookie,Tartaruga,5,15.98,True,Limpeza_tártaro;Castração;Hemograma
3658,Nina,Peixe-dourado,6,19.1,False,Curativo_ferida;Limpeza_tártaro
3659,Alice,Coelho,4,4.43,True,Castração;Limpeza_tártaro;Ultrassonografia
3660,Paçoca,Porquinho-da-india,9,34.5,True,Hemograma;Consulta_rotina
3661,Nina,Coelho,3,24.98,True,Hemograma;Ultrassonografia
3662,Café,Gato,13,21.44,True,Vacinação;Curativo_ferida
3663,Flora,Coelho,9,30.98,False,Castração
3664,Loki,Coelho,15,33.64,False,Vacinação;Curativo_ferida;Hemograma
3665,Bento,Porquinho-da-india,7,1.19,False,Hemograma;Castração
3666,Koda,Cachorro,2,31.79,False,Castração;Curativo_ferida;Ultrassonografia
3667,Simba,Porquinho-da-india,7,1.06,True,Castração;Limpeza_tártaro;Consulta_rotina
3668,Cacau,Cachorro,5,24.98,False,Hemograma;Consulta_rotina;Castração
3669,Koda,Cachorro,10,15.72,False,Ultrassonografia;Castração;Curativo_ferida
3670,Nina,Calopsita,9,10.54,False,Hemograma;Curativo_ferida;Consulta_rotina
3671,Pipoca,Hamster,1,30.88,True,Limpeza_tártaro;Vacinação
3672,Joaquim,Hamster,10,24.75,True,Curativo_ferida;Castração
3673,Frodo,Tartaruga,9,10.34,True,Castração
3674,Tequila,Coelho,2,35.66,False,Ultrassonografia;Castração;Limpeza_tártaro
